Google 地圖連結,店家名稱,評分,店家類型,地址,打烊時間,電話,R8c4Qb,實體和線上,其他服務,網站
https://www.google.com/maps/place/%E5%B0%88%E6%A5%AD%E3%80%94%E5%BF%AB%E6%8D%B7%E4%BF%AE%E6%B0%B4%E9%9B%BB%E3%80%95/data=!4m7!3m6!1s0x346e04dc27fb2d2b:0x596eab73333f29d9!8m2!3d22.6481449!4d120.3244403!16s%2Fg%2F11c310lw13!19sChIJKy37J9wEbjQR2Sk_M3Orblk?authuser=0&hl=zh-TW&rclk=1,專業〔快捷修水電〕,4.3,水匠,大順二路425巷25-3號,· 打烊時間：22:50,0976 589 274,規劃路線,,,
https://www.google.com/maps/place/%E8%80%80%E8%88%88%E8%A8%98%28%E5%A4%A7%E5%84%84%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C%29/data=!4m7!3m6!1s0x346e04f7018179ef:0xbe05ee77defdc22b!8m2!3d22.6457607!4d120.30065!16s%2Fg%2F1pzx8sp54!19sChIJ73mBAfcEbjQRK8L93nfuBb4?authuser=0&hl=zh-TW&rclk=1,耀興記(大億水電材料行),4.3,水管用品店,十全二路84號,? 開始營業時間：週五08:00,07 322 3195,規劃路線,店內購物,來店取貨,
https://www.google.com/maps/place/Dr.tube+%E7%AE%A1%E9%81%94%E7%89%B9%E6%B0%B4%E9%9B%BB%E5%AE%85%E4%BF%AE%E5%B7%A5%E7%A8%8B%E8%A1%8C-%E9%AB%98%E9%9B%84%E9%BC%93%E5%B1%B1%E5%BA%97/data=!4m7!3m6!1s0x346e05e6eef9caab:0xcdb6ba72835e16b7!8m2!3d22.6683704!4d120.291897!16s%2Fg%2F11rx2x2dgv!19sChIJq8r57uYFbjQRtxZeg3K6ts0?authuser=0&hl=zh-TW&rclk=1,Dr.tube 管達特水電宅修工程行-高雄鼓山店,4.9,水匠,華泰路137號,· 打烊時間：20:00,0985 557 295,網站,門市服務,線上估價服務,https://drtube.com.tw/
https://www.google.com/maps/place/%E4%BA%AC%E5%92%8C%E4%BA%9E%E5%B1%85%E5%AE%B6%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e0558488d9ad7:0xd0409d597aa5f426!8m2!3d22.6587496!4d120.2931363!16s%2Fg%2F11nxr5r76h!19sChIJ15qNSFgFbjQRJvSlelmdQNA?authuser=0&hl=zh-TW&rclk=1,京和亞居家水電行,4.8,水電承辦商,美術東五路81號2樓,· 打烊時間：23:00,0938 030 186,網站,,,https://www.hy186.net/
https://www.google.com/maps/place/%E5%98%89%E7%A8%AE%E5%AE%85%E4%BF%AE%E6%B0%B4%E9%9B%BB/data=!4m7!3m6!1s0x346e054cd452bb73:0xb12aecab26f7b6e!8m2!3d22.641823!4d120.2926373!16s%2Fg%2F11n157qxtf!19sChIJc7tS1EwFbjQRbntvssquEgs?authuser=0&hl=zh-TW&rclk=1,嘉種宅修水電,4.8,水匠,九如二路717號,,0937 208 895,規劃路線,門市服務,線上估價服務,
https://www.google.com/maps/place/%E5%A4%A7%E6%AC%A3%E6%B0%B4%E9%9B%BB/data=!4m7!3m6!1s0x346e05afadf70169:0x79592750e459ff02!8m2!3d22.6699213!4d120.2880763!16s%2Fg%2F1pztl9cgj!19sChIJaQH3ra8FbjQRAv9Z5FAnWXk?authuser=0&hl=zh-TW&rclk=1,大欣水電,4.6,水電承辦商,果峰街3巷5號一樓,· 打烊時間：18:00,07 581 9789,網站,門市服務,線上估價服務,https://daxin.mystrikingly.com/
https://www.google.com/maps/place/%E5%A8%81%E7%BF%94%E6%B0%B4%E9%9B%BB%E8%81%B7%E4%BA%BA%E5%B7%A5%E7%A8%8B/data=!4m7!3m6!1s0x346e05007b3b00df:0x49c92e402309bf7f!8m2!3d22.6480203!4d120.2998632!16s%2Fg%2F11ldkvvc8v!19sChIJ3wA7ewAFbjQRf78JI0AuyUk?authuser=0&hl=zh-TW&rclk=1,威翔水電職人工程,5,水電承辦商,察哈爾二街122-1號,· 打烊時間：21:00,0973 973 861,網站,門市服務,線上估價服務,https://line.me/ti/p/wqXvFoAj5e
https://www.google.com/maps/place/%E5%98%89%E9%8A%98%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/data=!4m7!3m6!1s0x346e05a7fc7cc6d3:0x976310954bcff797!8m2!3d22.6859971!4d120.3294055!16s%2Fg%2F11fm420_kg!19sChIJ08Z8_KcFbjQRl_fPS5UQY5c?authuser=0&hl=zh-TW&rclk=1,嘉銘水電材料有限公司,4.7,電器商店,八德中路457-1號,· 打烊時間：18:00,07 375 5720,規劃路線,外送,,
https://www.google.com/maps/place/%E5%B1%B1%E5%A4%A7%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e0458bb44c757:0x5c7aa92e993b5a21!8m2!3d22.6447249!4d120.2966369!16s%2Fg%2F1tfbfgm6!19sChIJV8dEu1gEbjQRIVo7mS6pelw?authuser=0&hl=zh-TW&rclk=1,山大水電材料行,3.9,水管用品店,自立一路334號,· 打烊時間：18:00,07 321 7322,規劃路線,來店取貨,,
https://www.google.com/maps/place/%E5%9F%8E%E5%B3%B0%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e05a5a0572c45:0x3981759a9ab34b55!8m2!3d22.6733828!4d120.2888078!16s%2Fg%2F11hd1vfblr!19sChIJRSxXoKUFbjQRVUuzmpp1gTk?authuser=0&hl=zh-TW&rclk=1,城峰水電行,3.7,水匠,"1樓, No. 46號城峰路",· 打烊時間：18:00,07 588 8555,規劃路線,,,
https://www.google.com/maps/place/%E6%98%B1%E9%9C%87%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99/data=!4m7!3m6!1s0x346e0527c3134a7b:0x579f5572fb3f500b!8m2!3d22.6539901!4d120.3312526!16s%2Fg%2F11fyxbptsh!19sChIJe0oTwycFbjQRC1A_-3JVn1c?authuser=0&hl=zh-TW&rclk=1,昱震水電材料,4.9,家居用品店,大豐一路17號,· 打烊時間：18:00,07 381 9903,規劃路線,外送,,
https://www.google.com/maps/place/%E8%A9%A0%E7%99%BC%E5%AF%A6%E6%A5%AD%E8%A1%8C-%E6%B0%B4%E9%9B%BB%E9%A1%A7%E5%B8%AB%E5%85%84/data=!4m7!3m6!1s0x6a3637c7b32cf0d3:0xe64d4bc0a4305ecf!8m2!3d22.6522763!4d120.3218629!16s%2Fg%2F11v01kd6_p!19sChIJ0_Ass8c3NmoRz14wpMBLTeY?authuser=0&hl=zh-TW&rclk=1,詠發實業行-水電顧師兄,5,水電承辦商,新民路151巷23號,：17:00 · 開始營業時間：週五08:00,0915 030 866,規劃路線,,,
https://www.google.com/maps/place/%E7%91%9E%E7%99%BC%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e05243f68d2a5:0xf0c9f4c2c29652b1!8m2!3d22.6599371!4d120.3279528!16s%2Fg%2F1pzy8b09l!19sChIJpdJoPyQFbjQRsVKWwsL0yfA?authuser=0&hl=zh-TW&rclk=1,瑞發水電行,4,水匠,明誠一路138號,· 打烊時間：18:00,07 310 3388,規劃路線,,,
https://www.google.com/maps/place/%E5%BB%A3%E6%AC%A3%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e05e6e7f2fb67:0x81216f27c166c6c3!8m2!3d22.6587677!4d120.2815415!16s%2Fg%2F11t7r4jl5s!19sChIJZ_vy5-YFbjQRw8ZmwSdvIYE?authuser=0&hl=zh-TW&rclk=1,廣欣水電行,5,水電承辦商,日昌路13號,· 打烊時間：20:00,0983 557 962,網站,門市服務,,https://lin.ee/W8ynmm5
https://www.google.com/maps/place/%E5%AE%8F%E6%98%87%E6%B0%B4%E9%9B%BB%E5%B7%A5%E7%A8%8B%E8%A1%8C/data=!4m7!3m6!1s0x346e04dde37c4819:0x779855ce34e6ad4e!8m2!3d22.6490389!4d120.32136!16s%2Fg%2F1pzrfcvqq!19sChIJGUh8490EbjQRTq3mNM5VmHc?authuser=0&hl=zh-TW&rclk=1,宏昇水電工程行,4.4,建築工程,建工路676號,：17:00 · 開始營業時間：週五09:00,07 384 1112,規劃路線,,,
https://www.google.com/maps/place/%E8%B3%80%E5%85%A8%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e052699b8f651:0x1f0b8d65481ac1ce!8m2!3d22.6485975!4d120.3333721!16s%2Fg%2F11bzymmbdr!19sChIJUfa4mSYFbjQRzsEaSGWNCx8?authuser=0&hl=zh-TW&rclk=1,賀全水電行,5,水電承辦商,皓東路123號,· 打烊時間：18:00,0933 606 444,規劃路線,門市服務,,
https://www.google.com/maps/place/%E4%BD%90%E7%9B%88%E6%B0%B4%E9%9B%BB/data=!4m7!3m6!1s0x346e05f7b6277d4f:0x41b1fa52c06f731a!8m2!3d22.6755824!4d120.2914164!16s%2Fg%2F11p1005wf1!19sChIJT30ntvcFbjQRGnNvwFL6sUE?authuser=0&hl=zh-TW&rclk=1,佐盈水電,4.3,水匠,城峰路271號2F,· 打烊時間：22:30,0981 626 034,規劃路線,,,
https://www.google.com/maps/place/%E7%92%9F%E6%98%87%E5%9C%9F%E6%B0%B4.%E6%B0%B4%E9%9B%BB%E5%B7%A5%E7%A8%8B%E8%A1%8C/data=!4m7!3m6!1s0x346e04e8382bf003:0x18975b855b642f6e!8m2!3d22.6423366!4d120.3185819!16s%2Fg%2F1pzr4qqd7!19sChIJA_ArOOgEbjQRbi9kW4Vblxg?authuser=0&hl=zh-TW&rclk=1,璟昇土水.水電工程行,4.2,修繕公司,延慶街83號,· 打烊時間：21:30,0938 651 608,規劃路線,線上估價服務,不提供門市服務,
https://www.google.com/maps/place/%E6%BA%90%E5%88%A9%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e04f5ec9a7431:0xcbb843d3e0e942f2!8m2!3d22.6421559!4d120.2984569!16s%2Fg%2F1td2k6xx!19sChIJMXSa7PUEbjQR8kLp4NNDuMs?authuser=0&hl=zh-TW&rclk=1,源利水電材料行,3.5,水管用品店,嫩江街44號,· 打烊時間：22:00,07 311 3288,規劃路線,來店取貨,外送,
https://www.google.com/maps/place/%E6%9D%B1%E6%88%90%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e05007b80ea81:0xfd67aa7f81f0a4!8m2!3d22.6757431!4d120.2991435!16s%2Fg%2F11vwskb_8s!19sChIJgeqAewAFbjQRpPCBf6pn_QA?authuser=0&hl=zh-TW&rclk=1,東成水電行,5,水電承辦商,政德路102號,,,規劃路線,,,
https://www.google.com/maps/place/%E6%96%B0%E6%AC%A3%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e05a8808b0165:0xa359e2f5a3e58738!8m2!3d22.670802!4d120.2943269!16s%2Fg%2F1tjfdlcw!19sChIJZQGLgKgFbjQROIflo_XiWaM?authuser=0&hl=zh-TW&rclk=1,新欣水電行,4,水管用品店,·,? 開始營業時間：週五08:00,07 552 2809,規劃路線,店內購物,來店取貨,
https://www.google.com/maps/place/%E6%98%8E%E7%BE%8E%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e04df90d910c7:0xa37d1cd430adfee6!8m2!3d22.6535071!4d120.3224791!16s%2Fg%2F11f2b0njj6!19sChIJxxDZkN8EbjQR5v6tMNQcfaM?authuser=0&hl=zh-TW&rclk=1,明美水電行,3.8,水匠,新民路170巷24號,· 打烊時間：20:00,0929 272 267,規劃路線,,,
https://www.google.com/maps/place/%E8%A3%95%E6%98%9F%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e0557531e4d2b:0xa9bf9c145ab71734!8m2!3d22.6900806!4d120.3325149!16s%2Fg%2F11g6xq70ft!19sChIJK00eU1cFbjQRNBe3WhScv6k?authuser=0&hl=zh-TW&rclk=1,裕星水電材料行,4.1,家居用品店,永仁街646號,· 打烊時間：19:00 · 恢復營業時間：20:00,07 374 8422,網站,來店取貨,外送,https://www.facebook.com/groups/332623370207350/
https://www.google.com/maps/place/%E5%AE%89%E5%AF%8C%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e0448be19b937:0x1c5b66afdce8cd55!8m2!3d22.653967!4d120.2787439!16s%2Fg%2F1td749wp!19sChIJN7kZvkgEbjQRVc3o3K9mWxw?authuser=0&hl=zh-TW&rclk=1,安富水電材料行,4.6,水管用品店,九如四路895號,· 打烊時間：18:00,07 551 0618,規劃路線,外送,,
https://www.google.com/maps/place/%E5%9D%A4%E5%84%84%E5%BB%9A%E5%85%B7%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e048e50d07133:0x2e0b64a1c30f50fa!8m2!3d22.628847!4d120.3064178!16s%2Fg%2F11cs052fgt!19sChIJM3HQUI4EbjQR-lAPw6FkCy4?authuser=0&hl=zh-TW&rclk=1,坤億廚具水電行,4.9,水匠,大同一路32號,· 打烊時間：19:00,0921 860 868,網站,,,https://www.facebook.com/%E5%9D%A4%E5%84%84%E6%B0%B4%E9%9B%BB%E8%A1%8C-1202318729784581/
